         0.000   0.1670236225492288E-01   0.4090928042223415E+00   0.1796256991128036E+01
         1.000   0.1627519714977170E-01   0.4068337899307937E+00   0.2098560774622779E+01
         2.000   0.1585014989173078E-01   0.4046314303285188E+00   0.2397656662447144E+01
         3.000   0.1533970553450452E-01   0.4025410228521181E+00   0.2705314878269721E+01
         4.000   0.1483548077812866E-01   0.4006169797694719E+00   0.3009609116749589E+01
         5.000   0.1431647243633636E-01   0.3989009643996893E+00   0.3313412726335608E+01
         6.000   0.1377452858317541E-01   0.3974365551364828E+00   0.3626109866775195E+01
         7.000   0.1320864570190611E-01   0.3962542271929103E+00   0.3933662662199989E+01
         8.000   0.1257771336773313E-01   0.3953768477282271E+00   0.4244145361432192E+01
         9.000   0.1203963610723036E-01   0.3948181839808562E+00   0.4557756073137259E+01
        10.000   0.1138415500849486E-01   0.3945853345435034E+00   0.4872830962641849E+01
        11.000   0.1073915631301862E-01   0.3946720401314630E+00   0.5187426632934143E+01
        12.000   0.1016219139080416E-01   0.3950691228797494E+00   0.5506731940795374E+01
        13.000   0.9476579424510695E-02   0.3957572928143694E+00   0.5825111448826774E+01
        14.000   0.8868656367526862E-02   0.3967117961147458E+00   0.6151453004498277E+01
        15.000   0.8211698998537232E-02   0.3979020201358350E+00   0.1866843765408319E+00
        16.000   0.7603711281526577E-02   0.3992941376536251E+00   0.5172689572126572E+00
        17.000   0.6971062443147833E-02   0.4008484216004263E+00   0.8512534121814053E+00
        18.000   0.6318723642545676E-02   0.4025258308928679E+00   0.1180337520493885E+01
        19.000   0.5721827451914762E-02   0.4042828925814436E+00   0.1526622014227398E+01
        20.000   0.5150806153665704E-02   0.4060768251415044E+00   0.1875182256766904E+01
        21.000   0.4487587402895977E-02   0.4078678817950374E+00   0.2244599485052895E+01
        22.000   0.3979908081131560E-02   0.4096139556469372E+00   0.2619566829913481E+01
        23.000   0.3454178378783511E-02   0.4112781078873434E+00   0.3028524851557370E+01
        24.000   0.2989736539814954E-02   0.4128266019836861E+00   0.3487297443895345E+01
        25.000   0.2629291373473849E-02   0.4142284859181933E+00   0.3963120653706588E+01
        26.000   0.2402467234566218E-02   0.4154550013101297E+00   0.4495029814898467E+01
        27.000   0.2402736178372211E-02   0.4164848124266383E+00   0.5063632424836285E+01
        28.000   0.2432749086359023E-02   0.4172955566587945E+00   0.5603569960626030E+01
        29.000   0.2733574728372175E-02   0.4178722010786641E+00   0.6110697546315459E+01
        30.000   0.3050709057897540E-02   0.4182009661644990E+00   0.2744059955007563E+00
        31.000   0.3465553030802111E-02   0.4182752552207098E+00   0.7019750778799336E+00
        32.000   0.3897949362259476E-02   0.4180886666926155E+00   0.1086820244859845E+01
        33.000   0.4306840416414067E-02   0.4176438258952639E+00   0.1440042827233223E+01
        34.000   0.4811094418951328E-02   0.4169434632327934E+00   0.1793963904014232E+01
        35.000   0.5227417786656635E-02   0.4160000901079834E+00   0.2121314391110978E+01
        36.000   0.5644939699597085E-02   0.4148270765298482E+00   0.2452029631207884E+01
        37.000   0.6101751559223077E-02   0.4134457824953271E+00   0.2760981075669882E+01
        38.000   0.6505755660203742E-02   0.4118795083744148E+00   0.3078597593517269E+01
        39.000   0.6881835663043395E-02   0.4101609579242741E+00   0.3390693530578631E+01
        40.000   0.7295731568638944E-02   0.4083219781971869E+00   0.3686980646577786E+01
        41.000   0.7651879080164638E-02   0.4064024065010671E+00   0.3997367357470924E+01
        42.000   0.8037124826922835E-02   0.4044466996966598E+00   0.4297060576252777E+01
        43.000   0.8358351307613752E-02   0.4024984239171591E+00   0.4593765597815278E+01
        44.000   0.8712821721223854E-02   0.4006056968905055E+00   0.4892816076433340E+01
        45.000   0.9074629158952159E-02   0.3988204775258308E+00   0.5188914741796671E+01
        46.000   0.9327330533853224E-02   0.3971879852478865E+00   0.5484267714808442E+01
        47.000   0.9693592569084588E-02   0.3957554288908829E+00   0.5776697853022114E+01
        48.000   0.9976731605763657E-02   0.3945702148896051E+00   0.6068445409062975E+01
        49.000   0.1024922769070069E-01   0.3936675842109005E+00   0.8006938256121643E-01
        50.000   0.1053399894079009E-01   0.3930833921849447E+00   0.3679479083235693E+00
        51.000   0.1080410920556134E-01   0.3928446531375407E+00   0.6548179295853327E+00
        52.000   0.1106254163048534E-01   0.3929662623376900E+00   0.9509506343663503E+00
        53.000   0.1128864993508802E-01   0.3934563271753345E+00   0.1230946824233563E+01
        54.000   0.1153982965323986E-01   0.3943146115702177E+00   0.1519874116895002E+01
        55.000   0.1179221834839666E-01   0.3955211757694239E+00   0.1806927883462331E+01
        56.000   0.1197913865239046E-01   0.3970551029194382E+00   0.2089467669875985E+01
        57.000   0.1220133407519370E-01   0.3988800767433634E+00   0.2372066266433480E+01
        58.000   0.1246750515566144E-01   0.4009496299602514E+00   0.2654691036800216E+01
        59.000   0.1260318901372543E-01   0.4032132266877108E+00   0.2934731598070293E+01
        60.000   0.1285920718143669E-01   0.4056174018640757E+00   0.3214621502398161E+01
        61.000   0.1304674100584453E-01   0.4080958707806979E+00   0.3489425476532727E+01
        62.000   0.1323801277734370E-01   0.4105897178539223E+00   0.3769135660575015E+01
        63.000   0.1343823261336282E-01   0.4130381016290885E+00   0.4042905061547241E+01
